Year,Month,Day,townumber,towid,species,numbercaught,weightcaught,presence,english,latin,french,species,comment
1998,7,14,13,036,2220,100,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1998,7,14,13,036,4210,2,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1998,7,14,13,036,6300,NA,NA,1,Basket star unspecified,Gorgonocephalidae;asteronychidae,Fausse étoile de mer non spécifiée,corne de bœuf,
1998,7,14,13,036,6400,20,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1998,7,15,1,037,40,14,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,15,1,037,320,3,NA,1,Sea raven,Hemitripterus americanus,Hémitriptère atlantique,crapeau de mer,
1998,7,15,1,037,340,5,NA,1,Alligatorfish,Aspidophoroides monopterygius,Poisson-alligator atlantique,poisson alligator,
1998,7,15,1,037,501,3,NA,1,Lumpfish,Cyclopterus lumpus,Grosse poule de mer,pas dans le logbook,
1998,7,15,1,037,505,8,NA,1,Gelatinous seasnail,Liparis fabricii,Limace gélatineuse,limace,
1998,7,15,1,037,2220,100,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1998,7,15,1,037,4210,10,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1998,7,15,1,037,4320,2,NA,1,Scallops,Pectinidae f.,Pétoncles,pétoncle d'islande,
1998,7,15,1,037,6100,5,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1998,7,15,2,038,10,12,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1998,7,15,2,038,35,1,NA,1,Hake,Merluccius sp.,Merlus,barbue,
1998,7,15,2,038,40,50,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,15,2,038,41,5,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1998,7,15,2,038,202,3,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1998,7,15,2,038,313,6,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau bronzé,
1998,7,15,2,038,340,7,NA,1,Alligatorfish,Aspidophoroides monopterygius,Poisson-alligator atlantique,poisson alligator,
1998,7,7,1,001,10,4,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1998,7,7,1,001,40,5,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie grise,
1998,7,7,1,001,313,2,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau,
1998,7,7,1,001,505,9,NA,1,Gelatinous seasnail,Liparis fabricii,Limace gélatineuse,limace,
1998,7,7,1,001,598,2,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1998,7,7,2,002,10,5,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1998,7,7,2,002,41,11,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1998,7,7,2,002,313,7,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau,
1998,7,7,2,002,505,2,NA,1,Gelatinous seasnail,Liparis fabricii,Limace gélatineuse,limace,
1998,7,7,2,002,598,3,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1998,7,7,2,002,4210,20,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1998,7,7,2,002,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1998,7,7,2,002,,NA,NA,1,,,,ophiure,
1998,7,10,1,003,10,14,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1998,7,10,1,003,40,50,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,10,1,003,313,2,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau bronzé,
1998,7,10,1,003,505,1,NA,1,Gelatinous seasnail,Liparis fabricii,Limace gélatineuse,limace,
1998,7,10,1,003,598,2,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1998,7,10,1,003,2220,NA,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1998,7,10,1,003,4210,30,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1998,7,10,1,003,4300,NA,NA,1,Bivalve unspecified (Class).,Bivalvia (cl.),Bivalve non spécifiée (Classe),coque d'islande,
1998,7,10,1,003,6400,1,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1998,7,10,1,003,8300,NA,NA,1,Sea anemone unspecified,Anthozoa (cl.),Anémone de mer non spécifiée,anémone,
1998,7,10,2,004,10,8,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1998,7,10,2,004,40,60,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,10,2,004,41,1,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1998,7,10,2,004,313,4,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau bronzé,
1998,7,10,2,004,2220,NA,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1998,7,10,2,004,2560,NA,NA,1,Paguroidea s.f.,Paguroidea s.f.,,bernard l'hermite,
1998,7,10,2,004,4210,15,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1998,7,10,2,004,6100,1,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1998,7,10,2,004,6400,1,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1998,7,10,2,004,8600,2,NA,1,Sponge unspecified,Porifera (phy.),Éponge  non spécifiée,éponge,
1998,7,10,2,004,,NA,NA,1,,,,œufs de bigorneau,
1998,7,10,3,005,10,16,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1998,7,10,3,005,40,40,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,10,3,005,60,65,NA,1,Atlantic herring,Clupea harengus,Hareng atlantique,hareng,
1998,7,10,3,005,313,6,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau bronzé,
1998,7,10,3,005,505,4,NA,1,Gelatinous seasnail,Liparis fabricii,Limace gélatineuse,limace,
1998,7,10,3,005,598,2,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1998,7,10,3,005,2220,11,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1998,7,10,3,005,4210,11,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1998,7,10,3,005,4300,NA,NA,1,Bivalve unspecified (Class).,Bivalvia (cl.),Bivalve non spécifiée (Classe),coque d'islande,
1998,7,10,3,005,8300,NA,NA,1,Sea anemone unspecified,Anthozoa (cl.),Anémone de mer non spécifiée,anémone,
1998,7,10,3,005,8600,NA,NA,1,Sponge unspecified,Porifera (phy.),Éponge  non spécifiée,éponge,
1998,7,10,4,006,10,14,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1998,7,10,4,006,23,1,NA,1,Redfish unspecified,Sebastes sp.,Sébaste non spécifié,poisson rouge,
1998,7,10,4,006,40,100,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,10,4,006,313,5,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau bronzé,
1998,7,10,4,006,598,3,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1998,7,10,4,006,2220,12,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1998,7,10,4,006,2520,1,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1998,7,10,4,006,4210,7,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1998,7,10,4,006,4310,6,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,palourde,
1998,7,10,5,007,10,20,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1998,7,10,5,007,40,33,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,10,5,007,41,4,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1998,7,10,5,007,313,3,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau bronzé,
1998,7,10,5,007,598,5,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1998,7,10,5,007,4210,50,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1998,7,10,5,007,6100,3,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1998,7,10,5,007,6400,1,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1998,7,10,5,007,8600,2,NA,1,Sponge unspecified,Porifera (phy.),Éponge  non spécifiée,éponge,
1998,7,10,5,007,,NA,NA,1,,,,œufs de bigorneau,
1998,7,10,6,008,10,5,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1998,7,10,6,008,40,20,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,10,6,008,313,3,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau bronzé,
1998,7,10,6,008,505,4,NA,1,Gelatinous seasnail,Liparis fabricii,Limace gélatineuse,limace,
1998,7,10,6,008,598,3,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1998,7,10,6,008,2220,30,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1998,7,10,6,008,2520,23,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1998,7,10,6,008,4210,15,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1998,7,10,6,008,6100,3,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1998,7,10,6,008,6400,200,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1998,7,10,6,008,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollar de sable,
1998,7,10,7,009,10,16,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1998,7,10,7,009,40,45,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,10,7,009,41,3,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1998,7,10,7,009,313,2,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau bronzé,
1998,7,10,7,009,2220,15,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1998,7,10,7,009,4210,31,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1998,7,10,7,009,6100,7,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1998,7,10,7,009,6400,3,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1998,7,10,7,009,8300,NA,NA,1,Sea anemone unspecified,Anthozoa (cl.),Anémone de mer non spécifiée,anémone,
1998,7,10,7,009,8600,1,NA,1,Sponge unspecified,Porifera (phy.),Éponge  non spécifiée,éponge,
1998,7,10,8,010,10,26,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1998,7,10,8,010,40,60,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,10,8,010,41,7,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1998,7,10,8,010,313,3,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau bronzé,
1998,7,10,8,010,598,3,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1998,7,10,8,010,801,2,NA,1,Snakefish,Trachinocephalus myops,Poisson-lézard paille,lompénie,
1998,7,10,8,010,2220,20,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1998,7,10,8,010,4210,21,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1998,7,10,8,010,4300,27,NA,1,Bivalve unspecified (Class).,Bivalvia (cl.),Bivalve non spécifiée (Classe),coque d'islande,
1998,7,10,8,010,6400,4,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1998,7,13,1,011,40,37,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,13,1,011,313,2,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau bronzé,
1998,7,13,1,011,505,3,NA,1,Gelatinous seasnail,Liparis fabricii,Limace gélatineuse,limace,
1998,7,13,1,011,598,1,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1998,7,13,1,011,2220,7,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1998,7,13,1,011,2520,4,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1998,7,13,1,011,2560,NA,NA,1,Paguroidea s.f.,Paguroidea s.f.,,bernard l'hermite,
1998,7,13,1,011,6100,2,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1998,7,13,1,011,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,pas dans le logbook,
1998,7,13,1,011,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollar de sable,
1998,7,13,1,011,8300,NA,NA,1,Sea anemone unspecified,Anthozoa (cl.),Anémone de mer non spécifiée,anémone,
1998,7,13,2,012,10,5,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1998,7,13,2,012,40,64,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,13,2,012,313,3,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau bronzé,
1998,7,13,2,012,598,2,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1998,7,13,2,012,4210,20,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1998,7,13,2,012,4320,1,NA,1,Scallops,Pectinidae f.,Pétoncles,pétoncle d'islande,
1998,7,13,2,012,6100,2,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1998,7,13,2,012,6400,8,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1998,7,13,2,012,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollar de sable,
1998,7,13,2,012,8600,NA,NA,1,Sponge unspecified,Porifera (phy.),Éponge  non spécifiée,éponge,
1998,7,13,3,013,10,2,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1998,7,13,3,013,40,41,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,13,3,013,313,3,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau bronzé,
1998,7,13,3,013,2220,9,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1998,7,13,3,013,2520,3,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1998,7,13,3,013,4210,7,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1998,7,13,3,013,4300,3,NA,1,Bivalve unspecified (Class).,Bivalvia (cl.),Bivalve non spécifiée (Classe),coque d'islande,
1998,7,13,3,013,6100,5,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1998,7,13,3,013,6400,15,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1998,7,13,3,013,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollar de sable,
1998,7,13,4,014,10,3,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1998,7,13,4,014,40,52,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,13,4,014,313,7,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau bronzé,
1998,7,13,4,014,505,5,NA,1,Gelatinous seasnail,Liparis fabricii,Limace gélatineuse,limace,
1998,7,13,4,014,2220,10,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1998,7,13,4,014,2520,3,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1998,7,13,4,014,2800,2,NA,1,Amphipoda o.,Amphipoda o.,Amphipodes,poux de mer,
1998,7,13,4,014,4210,30,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1998,7,13,4,014,6100,11,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1998,7,13,4,014,6300,NA,NA,1,Basket star unspecified,Gorgonocephalidae;asteronychidae,Fausse étoile de mer non spécifiée,corne de bœuf,
1998,7,13,4,014,6400,30,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1998,7,13,4,014,,4,NA,1,,,,œufs de bigorneau,
1998,7,13,6,016,10,2,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1998,7,13,6,016,40,38,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,13,6,016,313,2,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau bronzé,
1998,7,13,6,016,2220,NA,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1998,7,13,6,016,2520,4,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1998,7,13,6,016,6100,5,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1998,7,13,6,016,6400,20,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1998,7,13,7,017,40,20,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,13,7,017,2220,50,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1998,7,13,7,017,2520,5,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1998,7,13,7,017,4210,15,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1998,7,13,7,017,6100,9,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1998,7,13,7,017,6400,60,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1998,7,13,7,017,8600,20,NA,1,Sponge unspecified,Porifera (phy.),Éponge  non spécifiée,éponge,
1998,7,13,7,017,,,,,,,,œufs de raie,
1998,7,13,8,018,40,11,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,13,8,018,505,2,NA,1,Gelatinous seasnail,Liparis fabricii,Limace gélatineuse,limace,
1998,7,13,8,018,2220,15,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1998,7,13,8,018,2520,2,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1998,7,13,8,018,4210,4,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1998,7,13,8,018,6100,12,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1998,7,13,8,018,6400,40,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1998,7,13,9,019,40,40,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,13,9,019,313,3,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau bronzé,
1998,7,13,9,019,501,1,NA,1,Lumpfish,Cyclopterus lumpus,Grosse poule de mer,poule d'eau,
1998,7,13,9,019,505,2,NA,1,Gelatinous seasnail,Liparis fabricii,Limace gélatineuse,limace,
1998,7,13,9,019,598,3,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1998,7,13,9,019,2220,25,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1998,7,13,9,019,2520,3,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1998,7,13,9,019,6100,5,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1998,7,13,9,019,6400,30,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1998,7,13,10,020,10,9,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1998,7,13,10,020,40,35,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,13,10,020,118,1,NA,1,Greenland cod,Gadus ogac,Ogac,pillot,
1998,7,13,10,020,313,3,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau bronzé,
1998,7,13,10,020,598,3,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1998,7,13,10,020,2520,2,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1998,7,13,10,020,4210,5,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1998,7,13,10,020,6100,2,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1998,7,13,10,020,8300,NA,NA,1,Sea anemone unspecified,Anthozoa (cl.),Anémone de mer non spécifiée,anémone,
1998,7,13,11,021,40,28,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,13,11,021,313,8,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau bronzé,
1998,7,13,11,021,598,2,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1998,7,13,11,021,2220,10,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1998,7,13,11,021,2520,4,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1998,7,13,11,021,4210,5,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1998,7,13,11,021,6100,2,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1998,7,13,11,021,6400,16,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1998,7,13,11,021,,NA,NA,1,,,,œufs de raie,
1998,7,13,12,022,10,48,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1998,7,13,12,022,40,25,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,13,12,022,313,8,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau bronzé,
1998,7,13,12,022,340,3,NA,1,Alligatorfish,Aspidophoroides monopterygius,Poisson-alligator atlantique,poisson alligator,
1998,7,13,12,022,2220,10,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1998,7,13,12,022,2520,23,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1998,7,13,12,022,4210,15,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1998,7,13,12,022,8600,NA,NA,1,Sponge unspecified,Porifera (phy.),Éponge  non spécifiée,éponge,
1998,7,14,1,024,10,1,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1998,7,14,1,024,40,10,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,14,1,024,41,1,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1998,7,14,1,024,60,1,NA,1,Atlantic herring,Clupea harengus,Hareng atlantique,hareng,
1998,7,14,1,024,313,3,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau bronzé,
1998,7,14,1,024,340,1,NA,1,Alligatorfish,Aspidophoroides monopterygius,Poisson-alligator atlantique,poisson alligator,
1998,7,14,1,024,505,2,NA,1,Gelatinous seasnail,Liparis fabricii,Limace gélatineuse,limace,
1998,7,14,1,024,598,3,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1998,7,14,1,024,6100,10,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1998,7,14,1,024,6300,NA,NA,1,Basket star unspecified,Gorgonocephalidae;asteronychidae,Fausse étoile de mer non spécifiée,corne de bœuf,
1998,7,14,1,024,8600,NA,NA,1,Sponge unspecified,Porifera (phy.),Éponge  non spécifiée,éponge,
1998,7,14,2,025,10,2,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1998,7,14,2,025,40,30,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1998,7,14,2,025,313,7,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,chaboisseau bronzé,
1998,7,14,2,025,598,2,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1998,7,14,2,025,2220,20,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1998,7,14,2,025,2520,7,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1998,7,14,2,025,4210,5,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1998,7,14,2,025,6100,11,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
